Year,Country,Region,Police force area,Monitored hate crime strand,GeoCode,Value
2015/16,England,East of England,Bedfordshire,Religion,E23000026,0.0412223810047268
2015/16,England,East of England,Cambridgeshire,Religion,E23000023,0.0404175849779724
2015/16,England,East of England,Essex,Religion,E23000028,0.0218238346491986
2015/16,England,East of England,Hertfordshire,Religion,E23000027,0.0257215097840336
2015/16,England,East of England,Norfolk,Religion,E23000024,0.0305092329978824
2015/16,England,East of England,Suffolk,Religion,E23000025,0.0256100930724698
2015/16,England,East of England,,Religion,E12000006,0.0289642753640241
2015/16,England,London,"London, City of",Religion,E23000034,1.94063926940639
2015/16,England,London,Metropolitan Police,Religion,E23000001,0.203463307879454
2015/16,England,London,,Religion,E12000007,0.205217765448314
2015/16,England,South East,Hampshire,Religion,E23000030,0.0726813745788191
2015/16,England,South East,Kent,Religion,E23000032,0.0299798302364353
2015/16,England,South East,Surrey,Religion,E23000031,0.0616011683688267
2015/16,England,South East,Sussex,Religion,E23000033,0.0810520678483858
2015/16,England,South East,Thames Valley,Religion,E23000029,0.0288311023147983
2015/16,England,South East,,Religion,E12000008,0.052637972675863
2015/16,England,South West,Avon and Somerset,Religion,E23000036,0.084124655915135
2015/16,England,South West,Dorset,Religion,E23000039,0.0391809611873398
2015/16,England,South West,Gloucestershire,Religion,E23000037,0.0599518440863176
2015/16,England,South West,Wiltshire,Religion,E23000038,0.037029951058748
2015/16,England,South West,Devon & Cornwall,Religion,E23000035,0.0133651773210373
2015/16,England,South West,,Religion,E12000009,0.0453284300644467
2015/16,Wales,,Dyfed-Powys,Religion,W15000004,0.0116308146804142
2015/16,Wales,,Gwent,Religion,W15000002,0.0257825431556801
2015/16,Wales,,North Wales,Religion,W15000001,0.0259189342134251
2015/16,Wales,,South Wales,Religion,W15000003,0.061211076450339
2015/16,Wales,,,Religion,W92000004,0.038398418114244
2015/16,England,,,Religion,E92000001,0.0750552231763958
2015/16,,,,Religion,,0.0760122416333109
2015/16,England,North East,Cleveland,Sexual orientation,E23000013,0.0907344150298889
2015/16,England,North East,Durham,Sexual orientation,E23000008,0.147180218978569
2015/16,England,North East,Northumbria,Sexual orientation,E23000007,0.0862634499675468
2015/16,England,North East,,Sexual orientation,E12000001,0.101728973440355
2015/16,England,North West,Cheshire,Sexual orientation,E23000006,0.111160941878159
2015/16,England,North West,Cumbria,Sexual orientation,E23000002,0.144579474533932
2015/16,England,North West,Greater Manchester,Sexual orientation,E23000005,0.179234747449533
2015/16,England,North West,Lancashire,Sexual orientation,E23000003,0.0784783322001332
2015/16,England,North West,Merseyside,Sexual orientation,E23000004,0.221025299886268
2015/16,England,North West,,Sexual orientation,E12000002,0.154310769623221
2015/16,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,E23000009,0.0630304288664533
2015/16,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,E23000011,0.0218236575722635
2015/16,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,E23000010,0.0495240866750404
2015/16,England,Yorkshire and The Humber,Humberside,Sexual orientation,E23000012,0.348081766785216
2015/16,England,Yorkshire and The Humber,,Sexual orientation,E12000003,0.0957226092350798
2015/16,England,East Midlands,Derbyshire,Sexual orientation,E23000018,0.0453398365450658
2015/16,England,East Midlands,Leicestershire,Sexual orientation,E23000021,0.0804937962957701
2015/16,England,East Midlands,Lincolnshire,Sexual orientation,E23000020,0.0502263579781854
2015/16,England,East Midlands,Northamptonshire,Sexual orientation,E23000022,0.0802184153820194
2015/16,England,East Midlands,Nottinghamshire,Sexual orientation,E23000019,0.0746833293472588
2015/16,England,East Midlands,,Sexual orientation,E12000004,0.0664950765847957
2015/16,England,West Midlands,Staffordshire,Sexual orientation,E23000015,0.0879546943574371
2015/16,England,West Midlands,Warwickshire,Sexual orientation,E23000017,0.077617048313905
2015/16,England,West Midlands,West Mercia,Sexual orientation,E23000016,0.078448261370395
2015/16,England,West Midlands,West Midlands,Sexual orientation,E12000005,0.13128375395307
2015/16,England,West Midlands,,Sexual orientation,E12000005,0.215630036734747
2015/16,England,East of England,Bedfordshire,Sexual orientation,E23000026,0.0549631746729691
2015/16,England,East of England,Cambridgeshire,Sexual orientation,E23000023,0.0511163574721415
2015/16,England,East of England,Essex,Sexual orientation,E23000028,0.0677098459628983
2015/16,England,East of England,Hertfordshire,Sexual orientation,E23000027,0.0471561012707283
2015/16,England,East of England,Norfolk,Sexual orientation,E23000024,0.112997159251416
2015/16,England,East of England,Suffolk,Sexual orientation,E23000025,0.0768302792174094
2015/16,England,East of England,,Sexual orientation,E12000006,0.0678027355112383
2015/16,England,London,"London, City of",Sexual orientation,E23000034,2.3972602739726
2015/16,England,London,Metropolitan Police,Sexual orientation,E23000001,0.21281131011328
2015/16,England,London,,Sexual orientation,E12000007,0.215017490202869
2015/16,England,South East,Hampshire,Sexual orientation,E23000030,0.140756183163206
2015/16,England,South East,Kent,Sexual orientation,E23000032,0.0693977551769337
2015/16,England,South East,Surrey,Sexual orientation,E23000031,0.11550219069155
2015/16,England,South East,Sussex,Sexual orientation,E23000033,0.182517249080809
2015/16,England,South East,Thames Valley,Sexual orientation,E23000029,0.0644459934095492
2015/16,England,South East,,Sexual orientation,E12000008,0.110752082636476
2015/16,England,South West,Avon and Somerset,Sexual orientation,E23000036,0.164043079034513
2015/16,England,South West,Dorset,Sexual orientation,E23000039,0.173702261263873
2015/16,England,South West,Gloucestershire,Sexual orientation,E23000037,0.090737926184697
2015/16,England,South West,Wiltshire,Sexual orientation,E23000038,0.0534877070848582
2015/16,England,South West,Devon & Cornwall,Sexual orientation,E23000035,0.029635827972735
2015/16,England,South West,,Sexual orientation,E12000009,0.0985162250191001
2015/16,Wales,,Dyfed-Powys,Sexual orientation,W15000004,0.0310155058144381
2015/16,Wales,,Gwent,Sexual orientation,W15000002,0.0910983191500698
2015/16,Wales,,North Wales,Sexual orientation,W15000001,0.0892763289573532
2015/16,Wales,,South Wales,Sexual orientation,W15000003,0.184398367806646
2015/16,Wales,,,Sexual orientation,W92000004,0.120035391079821
2015/16,England,,,Sexual orientation,E92000001,0.120814815711226
2015/16,,,,Sexual orientation,,0.124280015070463
2015/16,England,North East,Cleveland,Disability,E23000013,0.0658269285510959
2015/16,England,North East,Durham,Disability,E23000008,0.087988174389362
2015/16,England,North East,Northumbria,Disability,E23000007,0.0486971088526474
2015/16,England,North East,,Disability,E12000001,0.0617231973683057
2015/16,England,North West,Cheshire,Disability,E23000006,0.0747461505732454
2015/16,England,North West,Cumbria,Disability,E23000002,0.11245070241528
2015/16,England,North West,Greater Manchester,Disability,E23000005,0.0856263165953234
2015/16,England,North West,Lancashire,Disability,E23000003,0.0514168383380183
2015/16,England,North West,Merseyside,Disability,E23000004,0.13948198536512
2015/16,England,North West,,Disability,E12000002,0.0893524871982698
2015/16,England,Yorkshire and The Humber,North Yorkshire,Disability,E23000009,0.0667381011527153
2015/16,England,Yorkshire and The Humber,South Yorkshire,Disability,E23000011,0.0138216497957669
2015/16,England,Yorkshire and The Humber,West Yorkshire,Disability,E23000010,0.0179689164042182
2015/16,England,Yorkshire and The Humber,Humberside,Disability,E23000012,0.183769876874182
2015/16,England,Yorkshire and The Humber,,Disability,E12000003,0.0526845368658191
2015/16,England,East Midlands,Derbyshire,Disability,E23000018,0.0202582248392847
2015/16,England,East Midlands,Leicestershire,Disability,E23000021,0.0293565610019867
2015/16,England,East Midlands,Lincolnshire,Disability,E23000020,0.0488688888436399
2015/16,England,East Midlands,Northamptonshire,Disability,E23000022,0.063621501854705
2015/16,England,East Midlands,Nottinghamshire,Disability,E23000019,0.0631251950435163
2015/16,England,East Midlands,,Disability,E12000004,0.0438311598066981
2015/16,England,West Midlands,Staffordshire,Disability,E23000015,0.111289613268593
2015/16,England,West Midlands,Warwickshire,Disability,E23000017,0.0288807621633134
2015/16,England,West Midlands,West Mercia,Disability,E23000016,0.0432265930000136
2015/16,England,West Midlands,West Midlands,Disability,E12000005,0.0239981055613139
2015/16,England,West Midlands,,Disability,E12000005,0.0924632890744742
2015/16,England,East of England,Bedfordshire,Disability,E23000026,0.036642116448646
2015/16,England,East of England,Cambridgeshire,Disability,E23000023,0.0237750499870426
2015/16,England,East of England,Essex,Disability,E23000028,0.0665906749552471
2015/16,England,East of England,Hertfordshire,Disability,E23000027,0.106315573774005
2015/16,England,East of England,Norfolk,Disability,E23000024,0.0971775569562181
2015/16,England,East of England,Suffolk,Disability,E23000025,0.0808739781235889
2015/16,England,East of England,,Disability,E12000006,0.0712587001853549
2015/16,England,London,Metropolitan Police,Disability,E23000001,0.041200454289827
2015/16,England,London,,Disability,E12000007,0.0412741348485936
2015/16,England,South East,Hampshire,Disability,E23000030,0.0813826659016354
2015/16,England,South East,Kent,Disability,E23000032,0.0383075608576674
2015/16,England,South East,Surrey,Disability,E23000031,0.0616011683688267
2015/16,England,South East,Sussex,Disability,E23000033,0.109270195173379
2015/16,England,South East,Thames Valley,Disability,E23000029,0.0555422706358614
2015/16,England,South East,,Disability,E12000008,0.0685075950112612
2015/16,England,South West,Avon and Somerset,Disability,E23000036,0.120778970278158
2015/16,England,South West,Dorset,Disability,E23000039,0.103176531126661
2015/16,England,South West,Gloucestershire,Disability,E23000037,0.0648128044176407
2015/16,England,South West,Wiltshire,Disability,E23000038,0.0205721950326377
2015/16,England,South West,Devon & Cornwall,Disability,E23000035,0.0122029879887732
2015/16,England,South West,,Disability,E12000009,0.0641543506154065
2015/16,Wales,,Dyfed-Powys,Disability,W15000004,0.0213231602474262
2015/16,Wales,,Gwent,Disability,W15000002,0.0257825431556801
2015/16,Wales,,North Wales,Disability,W15000001,0.0561576907957544
2015/16,Wales,,South Wales,Disability,W15000003,0.136959783557633
2015/16,Wales,,,Disability,W92000004,0.0787328909233238
2015/16,England,,,Disability,E92000001,0.0603982814909274
2015/16,,,,Disability,,0.0626928238380194
2015/16,England,North East,Cleveland,Transgender,E23000013,0.00533731853116994
2015/16,England,North East,Durham,Transgender,E23000008,0.0415944097113348
2015/16,England,North East,Northumbria,Transgender,E23000007,0.0166961516066219
2015/16,England,North East,,Transgender,E12000001,0.0201933917316062
2015/16,England,North West,Cheshire,Transgender,E23000006,0.0124576917622075
2015/16,England,North West,Cumbria,Transgender,E23000002,0.0481931581779773
2015/16,England,North West,Greater Manchester,Transgender,E23000005,0.0137872882653486
2015/16,England,North West,Lancashire,Transgender,E23000003,0.015560358970716
2015/16,England,North West,Merseyside,Transgender,E23000004,0.0314728582362324
2015/16,England,North West,,Transgender,E12000002,0.0197941547303499
2015/16,England,Yorkshire and The Humber,West Yorkshire,Transgender,E23000010,0.00613572755265988
2015/16,England,Yorkshire and The Humber,Humberside,Transgender,E23000012,0.033510977547645
2015/16,England,Yorkshire and The Humber,,Transgender,E12000003,0.00871891983342781
2015/16,England,East Midlands,Derbyshire,Transgender,E23000018,0.00482338686649636
2015/16,England,East Midlands,Leicestershire,Transgender,E23000021,0.0104168442265114
2015/16,England,East Midlands,Lincolnshire,Transgender,E23000020,0.0257919135563655
2015/16,England,East Midlands,Northamptonshire,Transgender,E23000022,0.0110646090182095
2015/16,England,East Midlands,,Transgender,E12000004,0.00919385303262449
2015/16,England,West Midlands,Staffordshire,Transgender,E23000015,0.0125649563367767
2015/16,England,West Midlands,Warwickshire,Transgender,E23000017,0.00722019054082837
2015/16,England,West Midlands,West Mercia,Transgender,E23000016,0.0168103417222275
2015/16,England,West Midlands,West Midlands,Transgender,E12000005,0.0119990527806569
2015/16,England,West Midlands,,Transgender,E12000005,0.0257626721467046
2015/16,England,East of England,Bedfordshire,Transgender,E23000026,0.0137407936682422
2015/16,England,East of England,Cambridgeshire,Transgender,E23000023,0.00951001999481704
2015/16,England,East of England,Essex,Transgender,E23000028,0.00727461154973288
2015/16,England,East of England,Hertfordshire,Transgender,E23000027,0.00771645293521008
2015/16,England,East of England,Norfolk,Transgender,E23000024,0.0169495738877124
2015/16,England,East of England,Suffolk,Transgender,E23000025,0.0148268959893246
2015/16,England,East of England,,Transgender,E12000006,0.0106970335151225
2015/16,England,London,Metropolitan Police,Transgender,E23000001,0.0175419301177975
2015/16,England,London,,Transgender,E12000007,0.0176395045581978
2015/16,England,South East,Hampshire,Transgender,E23000030,0.0291749179647372
2015/16,England,South East,Kent,Transgender,E23000032,0.00610700245557017
2015/16,England,South East,Surrey,Transgender,E23000031,0.0179670074409077
2015/16,England,South East,Sussex,Transgender,E23000033,0.0246158131983986
2015/16,England,South East,Thames Valley,Transgender,E23000029,0.00720777557869958
2015/16,England,South East,,Transgender,E12000008,0.0164284118542502
2015/16,England,South West,Avon and Somerset,Transgender,E23000036,0.0264391775733281
2015/16,England,South West,Dorset,Transgender,E23000039,0.0261206407915598
2015/16,England,South West,Gloucestershire,Transgender,E23000037,0.0113422407730871
2015/16,England,South West,Wiltshire,Transgender,E23000038,0.0267438535424291
2015/16,England,South West,Devon & Cornwall,Transgender,E23000035,0.00348656799679235
2015/16,England,South West,,Transgender,E12000009,0.0164498334911298
2015/16,Wales,,North Wales,Transgender,W15000001,0.0129594671067125
2015/16,Wales,,South Wales,Transgender,W15000003,0.0183633229351017
2015/16,Wales,,,Transgender,W92000004,0.0112936523865423
2015/16,England,,,Transgender,E92000001,0.0148394689791852
2015/16,,,,Transgender,,0.0148223871184956
2015/16,England,North East,Cleveland,,E23000013,1.00697409621406
2015/16,England,North East,Durham,,E23000008,0.527929046336172
2015/16,England,North East,Northumbria,,E23000007,0.900896513773977
2015/16,England,North East,,,E12000001,0.834787194036777
2015/16,England,North West,Cheshire,,E23000006,0.751294641659287
2015/16,England,North West,Cumbria,,E23000002,0.728921517441907
2015/16,England,North West,Greater Manchester,,E23000005,1.75679078370574
2015/16,England,North West,Lancashire,,E23000003,0.558819848252673
2015/16,England,North West,Merseyside,,E23000004,1.60583106228049
2015/16,England,North West,,,E12000002,1.26292282997866
2015/16,England,Yorkshire and The Humber,North Yorkshire,,E23000009,0.651314431620018
2015/16,England,Yorkshire and The Humber,South Yorkshire,,E23000011,0.178953992092561
2015/16,England,Yorkshire and The Humber,West Yorkshire,,E23000010,0.426871331163623
2015/16,England,Yorkshire and The Humber,Humberside,,E23000012,3.95321435134638
2015/16,England,Yorkshire and The Humber,,,E12000003,1.00249027191157
2015/16,England,East Midlands,Derbyshire,,E23000018,0.51803174946171
2015/16,England,East Midlands,Leicestershire,,E23000021,0.731073067533348
2015/16,England,East Midlands,Lincolnshire,,E23000020,0.40588327122912
2015/16,England,East Midlands,Northamptonshire,,E23000022,0.762074946129184
2015/16,England,East Midlands,Nottinghamshire,,E23000019,0.809958488516104
2015/16,England,East Midlands,,,E12000004,0.65639834442226
2015/16,England,West Midlands,Staffordshire,,E23000015,0.970194128575403
2015/16,England,West Midlands,Warwickshire,,E23000017,0.611911148335204
2015/16,England,West Midlands,West Mercia,,E23000016,0.637992492981682
2015/16,England,West Midlands,West Midlands,,E12000005,1.33401233855539
2015/16,England,West Midlands,,,E12000005,2.11642116251764
2015/16,England,East of England,Bedfordshire,,E23000026,0.885517814175613
2015/16,England,East of England,Cambridgeshire,,E23000023,0.649058864646263
2015/16,England,East of England,Essex,,E23000028,0.65079794094918
2015/16,England,East of England,Hertfordshire,,E23000027,0.812799709175462
2015/16,England,East of England,Norfolk,,E23000024,0.711882103283923
2015/16,England,East of England,Suffolk,,E23000025,0.624077531187027
2015/16,England,East of England,,,E12000006,0.712587001853549
2015/16,England,London,"London, City of",,E23000034,13.5844748858447
2015/16,England,London,Metropolitan Police,,E23000001,1.89810608320668
2015/16,England,London,,,E12000007,1.90990870922291
2015/16,England,South East,Hampshire,,E23000030,0.928478968211111
2015/16,England,South East,Kent,,E23000032,0.662332175408655
2015/16,England,South East,Surrey,,E23000031,0.837604775459463
2015/16,England,South East,Sussex,,E23000033,1.04467109671252
2015/16,England,South East,Thames Valley,,E23000029,0.685162666775207
2015/16,England,South East,,,E12000008,0.820526529482349
2015/16,England,South West,Avon and Somerset,,E23000036,1.18135052520825
2015/16,England,South West,Dorset,,E23000039,1.05527388797902
2015/16,England,South West,Gloucestershire,,E23000037,0.703218927931402
2015/16,England,South West,Wiltshire,,E23000038,0.578078680417121
2015/16,England,South West,Devon & Cornwall,,E23000035,0.271371209083671
2015/16,England,South West,,,E12000009,0.723061569898998
2015/16,Wales,,Dyfed-Powys,,W15000004,0.220985478927871
2015/16,Wales,,Gwent,,W15000002,0.366112112810658
2015/16,Wales,,North Wales,,W15000001,0.554377204009371
2015/16,Wales,,South Wales,,W15000003,1.2953794053803
2015/16,Wales,,,,W92000004,0.776035256846695
2015/16,England,,,,E92000001,1.05712507429089
2015/16,,,,,,1.08003030055257
2014/15,England,North East,Cleveland,Race,E23000013,0.757751350580348
2014/15,England,North East,Durham,Race,E23000008,0.306512180248419
2014/15,England,North East,Northumbria,Race,E23000007,0.545061685369763
2014/15,England,North East,,Race,E12000001,0.533850636382035
2014/15,England,North West,Cheshire,Race,E23000006,0.514833458593436
2014/15,England,North West,Cumbria,Race,E23000002,0.365554337041098
2014/15,England,North West,Greater Manchester,Race,E23000005,1.16947337838025
2014/15,England,North West,Lancashire,Race,E23000003,0.438185599115204
2014/15,England,North West,Merseyside,Race,E23000004,1.18825717249425
2014/15,England,North West,,Race,E12000002,0.870742722092317
2014/15,England,Yorkshire and The Humber,North Yorkshire,Race,E23000009,0.529793107726666
2014/15,England,Yorkshire and The Humber,South Yorkshire,Race,E23000011,0.128857771038776
2014/15,England,Yorkshire and The Humber,West Yorkshire,Race,E23000010,0.287944022268848
2014/15,England,Yorkshire and The Humber,Humberside,Race,E23000012,2.03706990981473
2014/15,England,Yorkshire and The Humber,,Race,E12000003,0.585258245900626
2014/15,England,East Midlands,Derbyshire,Race,E23000018,0.400090286718455
2014/15,England,East Midlands,Leicestershire,Race,E23000021,0.773299603288679
2014/15,England,East Midlands,Lincolnshire,Race,E23000020,0.215989807468326
2014/15,England,East Midlands,Northamptonshire,Race,E23000022,0.572514809796302
2014/15,England,East Midlands,Nottinghamshire,Race,E23000019,0.618469100745927
2014/15,England,East Midlands,,Race,E12000004,0.534134009629938
2014/15,England,West Midlands,Staffordshire,Race,E23000015,0.632653942792964
2014/15,England,West Midlands,Warwickshire,Race,E23000017,0.310010623755878
2014/15,England,West Midlands,West Mercia,Race,E23000016,0.3703280301286
2014/15,England,West Midlands,West Midlands,Race,E12000005,1.07643048103588
2014/15,England,West Midlands,,Race,E12000005,1.55144148391443
2014/15,England,East of England,Bedfordshire,Race,E23000026,0.705010544100428
2014/15,England,East of England,Cambridgeshire,Race,E23000023,0.485379011151673
2014/15,England,East of England,Essex,Race,E23000028,0.530128798739421
2014/15,England,East of England,Hertfordshire,Race,E23000027,0.629564777625943
2014/15,England,East of England,Norfolk,Race,E23000024,0.430666165362135
2014/15,England,East of England,Suffolk,Race,E23000025,0.39403557423576
2014/15,England,East of England,,Race,E12000006,0.5305411769241
2014/15,England,London,"London, City of",Race,E23000034,6.68979187314172
2014/15,England,London,Metropolitan Police,Race,E23000001,1.35277436555878
2014/15,England,London,,Race,E12000007,1.35781968402877
2014/15,England,South East,Hampshire,Race,E23000030,0.586198505271146
2014/15,England,South East,Kent,Race,E23000032,0.441612693338653
2014/15,England,South East,Surrey,Race,E23000031,0.461569197489614
2014/15,England,South East,Sussex,Race,E23000033,0.589968712861681
2014/15,England,South East,Thames Valley,Race,E23000029,0.459104438565285
2014/15,England,South East,,Race,E12000008,0.508011320493613
2014/15,England,South West,Avon and Somerset,Race,E23000036,0.868870965977929
2014/15,England,South West,Dorset,Race,E23000039,0.866053848016762
2014/15,England,South West,Gloucestershire,Race,E23000037,0.363141468138425
2014/15,England,South West,Wiltshire,Race,E23000038,0.358072040782956
2014/15,England,South West,Devon & Cornwall,Race,E23000035,0.15110278679221
2014/15,England,South West,,Race,E12000009,0.505411554545265
2014/15,Wales,,Dyfed-Powys,Race,W15000004,0.13935555796417
2014/15,Wales,,Gwent,Race,W15000002,0.361818811476892
2014/15,Wales,,North Wales,Race,W15000001,0.422167085952066
2014/15,Wales,,South Wales,Race,W15000003,0.847084361761904
2014/15,Wales,,,Race,W92000004,0.542361085058518
2014/15,England,,,Race,E92000001,0.729353215621782
2014/15,,,,Race,,0.747796664941839
2014/15,England,North East,Cleveland,Religion,E23000013,0.0196123878973737
2014/15,England,North East,Durham,Religion,E23000008,0.0401193953204737
2014/15,England,North East,Northumbria,Religion,E23000007,0.0334564717362514
2014/15,England,North East,,Religion,E12000001,0.0320768622718819
2014/15,England,North West,Cheshire,Religion,E23000006,0.0173214995414614
2014/15,England,North West,Cumbria,Religion,E23000002,0.0281195643877768
2014/15,England,North West,Greater Manchester,Religion,E23000005,0.105018416644284
2014/15,England,North West,Lancashire,Religion,E23000003,0.0434788811525164
2014/15,England,North West,Merseyside,Religion,E23000004,0.0855430148377594
2014/15,England,North West,,Religion,E12000002,0.0703772092240127
2014/15,England,Yorkshire and The Humber,North Yorkshire,Religion,E23000009,0.0235739321939266
2014/15,England,Yorkshire and The Humber,South Yorkshire,Religion,E23000011,0.0117143428217069
2014/15,England,Yorkshire and The Humber,West Yorkshire,Religion,E23000010,0.00971590259189367
2014/15,England,Yorkshire and The Humber,Humberside,Religion,E23000012,0.0627789876563521
2014/15,England,Yorkshire and The Humber,,Religion,E12000003,0.0214551158044539
2014/15,England,East Midlands,Derbyshire,Religion,E23000018,0.0058124496859824
2014/15,England,East Midlands,Leicestershire,Religion,E23000021,0.0584526342014986
2014/15,England,East Midlands,Lincolnshire,Religion,E23000020,0.0246064337622143
2014/15,England,East Midlands,Northamptonshire,Religion,E23000022,0.020996875664901
2014/15,England,East Midlands,Nottinghamshire,Religion,E23000019,0.0250972968418637
2014/15,England,East Midlands,,Religion,E12000004,0.0276015959760323
2014/15,England,West Midlands,Staffordshire,Religion,E23000015,0.00719947587815607
2014/15,England,West Midlands,Warwickshire,Religion,E23000017,0.0181292762430338
2014/15,England,West Midlands,West Mercia,Religion,E23000016,0.0241518280518652
2014/15,England,West Midlands,West Midlands,Religion,E12000005,0.0580410745646207
2014/15,England,West Midlands,,Religion,E12000005,0.0751329247431593
2014/15,England,East of England,Bedfordshire,Religion,E23000026,0.0341635065423115
2014/15,England,East of England,Cambridgeshire,Religion,E23000023,0.0240882883946239
2014/15,England,East of England,Essex,Religion,E23000028,0.0225586722867838
2014/15,England,East of England,Hertfordshire,Religion,E23000027,0.0181855025173931
2014/15,England,East of England,Norfolk,Religion,E23000024,0.0398764967927903
2014/15,England,East of England,Suffolk,Religion,E23000025,0.0392681500097493
2014/15,England,East of England,,Religion,E12000006,0.0277483171144142
2014/15,England,London,"London, City of",Religion,E23000034,1.11496531219028
2014/15,England,London,Metropolitan Police,Religion,E23000001,0.160715221419505
2014/15,England,London,,Religion,E12000007,0.161617316194558
2014/15,England,South East,Hampshire,Religion,E23000030,0.0510410308019731
2014/15,England,South East,Kent,Religion,E23000032,0.0173730881897186
2014/15,England,South East,Surrey,Religion,E23000031,0.0413345549990699
2014/15,England,South East,Sussex,Religion,E23000033,0.065484708107977
2014/15,England,South East,Thames Valley,Religion,E23000029,0.0111142601514873
2014/15,England,South East,,Religion,E12000008,0.0351596122435686
2014/15,England,South West,Avon and Somerset,Religion,E23000036,0.0802034737825781
2014/15,England,South West,Dorset,Religion,E23000039,0.0276400164260669
2014/15,England,South West,Gloucestershire,Religion,E23000037,0.0278081304430325
2014/15,England,South West,Wiltshire,Religion,E23000038,0.0124186834953626
2014/15,England,South West,Devon & Cornwall,Religion,E23000035,0.00351401829749327
2014/15,England,South West,,Religion,E12000009,0.0335588846870624
2014/15,Wales,,Gwent,Religion,W15000002,0.00861473360659268
2014/15,Wales,,North Wales,Religion,W15000001,0.0172901195611767
2014/15,Wales,,South Wales,Religion,W15000003,0.0507328202144153
2014/15,Wales,,,Religion,W92000004,0.0271665659778864
2014/15,England,,,Religion,E92000001,0.0567229719641234
2014/15,,,,Religion,,0.0566813498187921
2014/15,England,North East,Cleveland,Sexual orientation,E23000013,0.0445736088576675
2014/15,England,North East,Durham,Sexual orientation,E23000008,0.0834483422665853
2014/15,England,North East,Northumbria,Sexual orientation,E23000007,0.0550637763992472
2014/15,England,North East,,Sexual orientation,E12000001,0.0595713156477807
2014/15,England,North West,Cheshire,Sexual orientation,E23000006,0.0808336645268199
2014/15,England,North West,Cumbria,Sexual orientation,E23000002,0.142606362252296
2014/15,England,North West,Greater Manchester,Sexual orientation,E23000005,0.15478324125621
2014/15,England,North West,Lancashire,Sexual orientation,E23000003,0.0801641871249521
2014/15,England,North West,Merseyside,Sexual orientation,E23000004,0.0467251761718854
2014/15,England,North West,,Sexual orientation,E12000002,0.106687362986999
2014/15,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,E23000009,0.0843698625887899
2014/15,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,E23000011,0.0197679535116305
2014/15,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,E23000010,0.0322391313276471
2014/15,England,Yorkshire and The Humber,Humberside,Sexual orientation,E23000012,0.174265810563322
2014/15,England,Yorkshire and The Humber,,Sexual orientation,E12000003,0.061380287823177
2014/15,England,East Midlands,Derbyshire,Sexual orientation,E23000018,0.0474683391021896
2014/15,England,East Midlands,Leicestershire,Sexual orientation,E23000021,0.0814503919201211
2014/15,England,East Midlands,Lincolnshire,Sexual orientation,E23000020,0.0355426265454207
2014/15,England,East Midlands,Northamptonshire,Sexual orientation,E23000022,0.0573914601507295
2014/15,England,East Midlands,Nottinghamshire,Sexual orientation,E23000019,0.0600542460144596
2014/15,England,East Midlands,,Sexual orientation,E12000004,0.0577908415748176
2014/15,England,West Midlands,Staffordshire,Sexual orientation,E23000015,0.0800941691444862
2014/15,England,West Midlands,Warwickshire,Sexual orientation,E23000017,0.0398844077346744
2014/15,England,West Midlands,West Mercia,Sexual orientation,E23000016,0.0547441435842278
2014/15,England,West Midlands,West Midlands,Sexual orientation,E12000005,0.111097026160501
2014/15,England,West Midlands,,Sexual orientation,E12000005,0.174835384117967
2014/15,England,East of England,Bedfordshire,Sexual orientation,E23000026,0.0341635065423115
2014/15,England,East of England,Cambridgeshire,Sexual orientation,E23000023,0.0325191893327423
2014/15,England,East of England,Essex,Sexual orientation,E23000028,0.0547047802954509
2014/15,England,East of England,Hertfordshire,Sexual orientation,E23000027,0.0346390524140821
2014/15,England,East of England,Norfolk,Sexual orientation,E23000024,0.111654191019812
2014/15,England,East of England,Suffolk,Sexual orientation,E23000025,0.0785363000194986
2014/15,England,East of England,,Sexual orientation,E12000006,0.0568258949289202
2014/15,England,London,"London, City of",Sexual orientation,E23000034,0.743310208126858
2014/15,England,London,Metropolitan Police,Sexual orientation,E23000001,0.181581238496582
2014/15,England,London,,Sexual orientation,E12000007,0.182112265711984
2014/15,England,South East,Hampshire,Sexual orientation,E23000030,0.11548677676406
2014/15,England,South East,Kent,Sexual orientation,E23000032,0.0538005311681608
2014/15,England,South East,Surrey,Sexual orientation,E23000031,0.066307515311008
2014/15,England,South East,Sussex,Sexual orientation,E23000033,0.139458174674395
2014/15,England,South East,Thames Valley,Sexual orientation,E23000029,0.0423196828845095
2014/15,England,South East,,Sexual orientation,E12000008,0.081813713105227
2014/15,England,South West,Avon and Somerset,Sexual orientation,E23000036,0.151292916453499
2014/15,England,South West,Dorset,Sexual orientation,E23000039,0.165840098556401
2014/15,England,South West,Gloucestershire,Sexual orientation,E23000037,0.0572520332650671
2014/15,England,South West,Wiltshire,Sexual orientation,E23000038,0.0496747339814506
2014/15,England,South West,Devon & Cornwall,Sexual orientation,E23000035,0.0134704034737242
2014/15,England,South West,,Sexual orientation,E12000009,0.0842659906702612
2014/15,Wales,,Dyfed-Powys,Sexual orientation,W15000004,0.0251614201879751
