Year,Units,Crop category,Crop,Livestock,Country,Timber category,Ownership,GeoCode,Value
2001,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,396.0
2002,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,385.0
2003,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,424.0
2004,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,380.0
2005,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,353.0
2006,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,364.0
2007,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,363.0
2008,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,398.0
2009,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,423.0
2010,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,405.0
2011,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,430.0
2012,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,392.0
2013,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,384.0
2014,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,365.0
2016,Timber (000s green tonnes),,,,Scotland,Softwood,Private,S92000003,4046.0
2016,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,N92000002,399.0
2000,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,29.0
2001,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,29.0
2002,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,29.0
2003,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,29.0
2004,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,30.0
2005,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,47.0
2006,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,23.0
2007,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,29.0
2008,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,25.0
2009,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,24.0
2010,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,57.0
2011,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,53.0
2012,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,40.0
2013,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,23.0
2014,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,33.0
2016,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,N92000002,365.0
2016,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,N92000002,34.0
2000,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2001,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2002,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2003,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2004,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2005,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2006,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2007,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2008,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2009,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2010,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2011,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2012,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2013,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2014,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2015,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2016,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,,N92000002,0.0
2000,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2001,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2002,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2003,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2004,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2005,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2006,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2007,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2008,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2009,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2010,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2011,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2012,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2013,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2014,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2015,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2016,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Forestry Commission,N92000002,0.0
2000,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2001,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2002,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2003,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2004,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2005,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2006,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2007,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2008,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2009,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2010,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2011,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2012,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2013,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2014,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2015,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2016,Timber (000s green tonnes),,,,Northern Ireland,Hardwood,Private,N92000002,0.0
2000,Timber (000s green tonnes),,,,England,,,E92000001,2232.0
2001,Timber (000s green tonnes),,,,England,,,E92000001,2173.0
2002,Timber (000s green tonnes),,,,England,,,E92000001,2007.0
2003,Timber (000s green tonnes),,,,England,,,E92000001,2061.0
2004,Timber (000s green tonnes),,,,England,,,E92000001,2100.0
2005,Timber (000s green tonnes),,,,England,,,E92000001,2203.0
2006,Timber (000s green tonnes),,,,England,,,E92000001,2104.0
2007,Timber (000s green tonnes),,,,England,,,E92000001,2209.0
2008,Timber (000s green tonnes),,,,England,,,E92000001,2116.0
2009,Timber (000s green tonnes),,,,England,,,E92000001,2216.0
2010,Timber (000s green tonnes),,,,England,,,E92000001,2290.0
2011,Timber (000s green tonnes),,,,England,,,E92000001,2398.0
2012,Timber (000s green tonnes),,,,England,,,E92000001,2470.0
2013,Timber (000s green tonnes),,,,England,,,E92000001,2583.0
2014,Timber (000s green tonnes),,,,England,,,E92000001,2700.0
2015,Timber (000s green tonnes),,,,England,,,E92000001,2569.0
2016,Timber (000s green tonnes),,,,England,,,E92000001,2662.0
2000,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1270.0
2001,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1205.0
2002,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1211.0
2003,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1214.0
2004,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1308.0
2005,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1255.0
2006,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1194.0
2007,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1248.0
2008,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1140.0
2009,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1291.0
2010,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1207.0
2011,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1253.0
2012,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1204.0
2013,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1261.0
2014,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1133.0
2015,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1090.0
2016,Timber (000s green tonnes),,,,England,,Forestry Commission,E92000001,1209.0
2000,Timber (000s green tonnes),,,,England,,Private,E92000001,962.0
2001,Timber (000s green tonnes),,,,England,,Private,E92000001,969.0
2002,Timber (000s green tonnes),,,,England,,Private,E92000001,796.0
2003,Timber (000s green tonnes),,,,England,,Private,E92000001,847.0
2004,Timber (000s green tonnes),,,,England,,Private,E92000001,792.0
2005,Timber (000s green tonnes),,,,England,,Private,E92000001,948.0
2006,Timber (000s green tonnes),,,,England,,Private,E92000001,910.0
2007,Timber (000s green tonnes),,,,England,,Private,E92000001,961.0
2008,Timber (000s green tonnes),,,,England,,Private,E92000001,976.0
2009,Timber (000s green tonnes),,,,England,,Private,E92000001,925.0
2010,Timber (000s green tonnes),,,,England,,Private,E92000001,1083.0
2011,Timber (000s green tonnes),,,,England,,Private,E92000001,1144.0
2012,Timber (000s green tonnes),,,,England,,Private,E92000001,1265.0
2013,Timber (000s green tonnes),,,,England,,Private,E92000001,1323.0
2014,Timber (000s green tonnes),,,,England,,Private,E92000001,1567.0
2015,Timber (000s green tonnes),,,,England,,Private,E92000001,1480.0
2016,Timber (000s green tonnes),,,,England,,Private,E92000001,1453.0
2000,Timber (000s green tonnes),,,,Wales,,,W92000004,1103.0
2001,Timber (000s green tonnes),,,,Wales,,,W92000004,1182.0
2002,Timber (000s green tonnes),,,,Wales,,,W92000004,1247.0
2003,Timber (000s green tonnes),,,,Wales,,,W92000004,1188.0
2004,Timber (000s green tonnes),,,,Wales,,,W92000004,1095.0
2005,Timber (000s green tonnes),,,,Wales,,,W92000004,957.0
2006,Timber (000s green tonnes),,,,Wales,,,W92000004,946.0
2007,Timber (000s green tonnes),,,,Wales,,,W92000004,986.0
2008,Timber (000s green tonnes),,,,Wales,,,W92000004,908.0
2009,Timber (000s green tonnes),,,,Wales,,,W92000004,1062.0
2010,Timber (000s green tonnes),,,,Wales,,,W92000004,1095.0
2011,Timber (000s green tonnes),,,,Wales,,,W92000004,1214.0
2012,Timber (000s green tonnes),,,,Wales,,,W92000004,1299.0
2013,Timber (000s green tonnes),,,,Wales,,,W92000004,1412.0
2014,Timber (000s green tonnes),,,,Wales,,,W92000004,1484.0
2015,Timber (000s green tonnes),,,,Wales,,,W92000004,1403.0
2016,Timber (000s green tonnes),,,,Wales,,,W92000004,1448.0
2000,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,763.0
2001,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,794.0
2002,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,904.0
2003,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,889.0
2004,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,792.0
2005,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,684.0
2006,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,615.0
2007,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,586.0
2008,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,558.0
2009,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,725.0
2010,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,648.0
2011,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,695.0
2012,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,667.0
2013,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,696.0
2014,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,723.0
2015,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,697.0
2016,Timber (000s green tonnes),,,,Wales,,Forestry Commission,W92000004,781.0
2000,Timber (000s green tonnes),,,,Wales,,Private,W92000004,340.0
2001,Timber (000s green tonnes),,,,Wales,,Private,W92000004,388.0
2002,Timber (000s green tonnes),,,,Wales,,Private,W92000004,343.0
2003,Timber (000s green tonnes),,,,Wales,,Private,W92000004,299.0
2004,Timber (000s green tonnes),,,,Wales,,Private,W92000004,303.0
2005,Timber (000s green tonnes),,,,Wales,,Private,W92000004,273.0
2006,Timber (000s green tonnes),,,,Wales,,Private,W92000004,331.0
2007,Timber (000s green tonnes),,,,Wales,,Private,W92000004,399.0
2008,Timber (000s green tonnes),,,,Wales,,Private,W92000004,350.0
2009,Timber (000s green tonnes),,,,Wales,,Private,W92000004,337.0
2010,Timber (000s green tonnes),,,,Wales,,Private,W92000004,447.0
2011,Timber (000s green tonnes),,,,Wales,,Private,W92000004,519.0
2012,Timber (000s green tonnes),,,,Wales,,Private,W92000004,631.0
2013,Timber (000s green tonnes),,,,Wales,,Private,W92000004,715.0
2014,Timber (000s green tonnes),,,,Wales,,Private,W92000004,762.0
2015,Timber (000s green tonnes),,,,Wales,,Private,W92000004,706.0
2016,Timber (000s green tonnes),,,,Wales,,Private,W92000004,667.0
2000,Timber (000s green tonnes),,,,Scotland,,,S92000003,4385.0
2001,Timber (000s green tonnes),,,,Scotland,,,S92000003,4345.0
2002,Timber (000s green tonnes),,,,Scotland,,,S92000003,4394.0
2003,Timber (000s green tonnes),,,,Scotland,,,S92000003,4766.0
2004,Timber (000s green tonnes),,,,Scotland,,,S92000003,5048.0
2005,Timber (000s green tonnes),,,,Scotland,,,S92000003,5111.0
2006,Timber (000s green tonnes),,,,Scotland,,,S92000003,5243.0
2007,Timber (000s green tonnes),,,,Scotland,,,S92000003,5589.0
2008,Timber (000s green tonnes),,,,Scotland,,,S92000003,5223.0
2009,Timber (000s green tonnes),,,,Scotland,,,S92000003,5203.0
2010,Timber (000s green tonnes),,,,Scotland,,,S92000003,5947.0
2011,Timber (000s green tonnes),,,,Scotland,,,S92000003,6502.0
2012,Timber (000s green tonnes),,,,Scotland,,,S92000003,6453.0
2013,Timber (000s green tonnes),,,,Scotland,,,S92000003,7094.0
2014,Timber (000s green tonnes),,,,Scotland,,,S92000003,7483.0
2015,Timber (000s green tonnes),,,,Scotland,,,S92000003,6890.0
2016,Timber (000s green tonnes),,,,Scotland,,,S92000003,6837.0
2000,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2620.0
2001,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2354.0
2002,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2268.0
2003,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2405.0
2004,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2528.0
2005,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2388.0
2006,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2454.0
2007,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2497.0
2008,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2363.0
2009,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2774.0
2010,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2436.0
2011,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2567.0
2012,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2627.0
2013,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2820.0
2014,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2750.0
2015,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2645.0
2016,Timber (000s green tonnes),,,,Scotland,,Forestry Commission,S92000003,2747.0
2000,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,1765.0
2001,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,1991.0
2002,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2126.0
2003,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2360.0
2004,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2520.0
2005,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2723.0
2006,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2789.0
2007,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,3093.0
2008,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2860.0
2009,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,2429.0
2010,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,3511.0
2011,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,3935.0
2012,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,3825.0
2013,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,4274.0
2014,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,4732.0
2015,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,4246.0
2016,Timber (000s green tonnes),,,,Scotland,,Private,S92000003,4091.0
2000,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,356.0
2001,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,425.0
2002,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,415.0
2003,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,454.0
2004,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,410.0
2005,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,400.0
2006,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,387.0
2007,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,393.0
2008,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,423.0
2009,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,447.0
2010,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,463.0
2011,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,483.0
2012,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,432.0
2013,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,407.0
2014,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,398.0
2015,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,393.0
2016,Timber (000s green tonnes),,,,Northern Ireland,,,N92000002,399.0
2000,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,326.0
2001,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,396.0
2002,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,385.0
2003,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,424.0
2004,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,380.0
2005,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,353.0
2006,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,364.0
2007,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,363.0
2008,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,398.0
2009,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,423.0
2010,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,405.0
2011,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,430.0
2012,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,392.0
2013,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,384.0
2014,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,365.0
2015,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,365.0
2016,Timber (000s green tonnes),,,,Northern Ireland,,Forestry Commission,N92000002,365.0
2000,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,29.0
2001,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,29.0
2002,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,29.0
2003,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,29.0
2004,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,30.0
2005,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,47.0
2006,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,23.0
2007,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,29.0
2008,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,25.0
2009,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,24.0
2010,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,57.0
2011,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,53.0
2012,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,40.0
2013,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,23.0
2014,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,33.0
2015,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,28.0
2016,Timber (000s green tonnes),,,,Northern Ireland,,Private,N92000002,34.0
