Year,Country,Region,Age,Sex,Method of suicide,Value
2002,,,25 to 29,,,15.5
2003,,,25 to 29,,,12.8
2004,,,25 to 29,,,12.2
2005,,,25 to 29,,,11.1
2006,,,25 to 29,,,10.8
2007,,,25 to 29,,,10
2008,,,25 to 29,,,11.6
2009,,,25 to 29,,,12.3
2010,,,25 to 29,,,9.5
2011,,,25 to 29,,,11.2
2012,,,25 to 29,,,11.7
2013,,,25 to 29,,,9.6
2014,,,25 to 29,,,10.5
2015,,,25 to 29,,,10.8
2000,,,30 to 34,,,15.3
2001,,,30 to 34,,,15.4
2002,,,30 to 34,,,15.4
2003,,,30 to 34,,,15.2
2004,,,30 to 34,,,14.2
2005,,,30 to 34,,,14.1
2006,,,30 to 34,,,12.8
2007,,,30 to 34,,,13.5
2008,,,30 to 34,,,13.6
2009,,,30 to 34,,,11.1
2010,,,30 to 34,,,11.8
2011,,,30 to 34,,,12.4
2012,,,30 to 34,,,12.2
2013,,,30 to 34,,,12.2
2014,,,30 to 34,,,11.4
2015,,,30 to 34,,,12.4
2000,,,35 to 39,,,16
2001,,,35 to 39,,,15
2002,,,35 to 39,,,15.2
2003,,,35 to 39,,,15.3
2004,,,35 to 39,,,16
2005,,,35 to 39,,,14.9
2006,,,35 to 39,,,14.5
2007,,,35 to 39,,,14.1
2008,,,35 to 39,,,14.5
2009,,,35 to 39,,,15.1
2010,,,35 to 39,,,13.6
2011,,,35 to 39,,,15.3
2012,,,35 to 39,,,14.3
2013,,,35 to 39,,,15.4
2014,,,35 to 39,,,13.2
2015,,,35 to 39,,,12.8
2000,,,40 to 44,,,14.6
2001,,,40 to 44,,,14.5
2002,,,40 to 44,,,14.5
2003,,,40 to 44,,,14.7
2004,,,40 to 44,,,14.9
2005,,,40 to 44,,,14.7
2006,,,40 to 44,,,14.3
2007,,,40 to 44,,,13.7
2008,,,40 to 44,,,15.7
2009,,,40 to 44,,,15.6
2010,,,40 to 44,,,14.9
2011,,,40 to 44,,,16.7
2012,,,40 to 44,,,16.1
2013,,,40 to 44,,,16.7
2014,,,40 to 44,,,16.2
2015,,,40 to 44,,,15
2000,,,45 to 49,,,15
2001,,,45 to 49,,,14.9
2002,,,45 to 49,,,14.1
2003,,,45 to 49,,,13.8
2004,,,45 to 49,,,14.6
2005,,,45 to 49,,,14.9
2006,,,45 to 49,,,14.2
2007,,,45 to 49,,,13.2
2008,,,45 to 49,,,13.8
2009,,,45 to 49,,,14.2
2010,,,45 to 49,,,14.3
2011,,,45 to 49,,,15.3
2012,,,45 to 49,,,16.3
2013,,,45 to 49,,,17.1
2014,,,45 to 49,,,16.8
2015,,,45 to 49,,,15.6
2000,,,50 to 54,,,12.9
2001,,,50 to 54,,,13.2
2002,,,50 to 54,,,12.8
2003,,,50 to 54,,,12.9
2004,,,50 to 54,,,13.8
2005,,,50 to 54,,,13.6
2006,,,50 to 54,,,13.9
2007,,,50 to 54,,,12.6
2008,,,50 to 54,,,13.7
2009,,,50 to 54,,,13.6
2010,,,50 to 54,,,13.9
2011,,,50 to 54,,,15.7
2012,,,50 to 54,,,15.7
2013,,,50 to 54,,,15.7
2014,,,50 to 54,,,16.4
2015,,,50 to 54,,,14.8
2000,,,55 to 59,,,11.9
2001,,,55 to 59,,,12.2
2002,,,55 to 59,,,11.4
2003,,,55 to 59,,,11.1
2004,,,55 to 59,,,11.3
2005,,,55 to 59,,,11.3
2006,,,55 to 59,,,12.3
2007,,,55 to 59,,,11.5
2008,,,55 to 59,,,11.8
2009,,,55 to 59,,,12.5
2010,,,55 to 59,,,12.5
2011,,,55 to 59,,,12.4
2012,,,55 to 59,,,12.9
2013,,,55 to 59,,,14.8
2014,,,55 to 59,,,12.8
2015,,,55 to 59,,,14.1
2000,,,60 to 64,,,9.2
2001,,,60 to 64,,,10
2002,,,60 to 64,,,9.1
2003,,,60 to 64,,,9.5
2004,,,60 to 64,,,9.2
2005,,,60 to 64,,,10.2
2006,,,60 to 64,,,10.7
2007,,,60 to 64,,,9.4
2008,,,60 to 64,,,9.4
2009,,,60 to 64,,,9.1
2010,,,60 to 64,,,10.1
2011,,,60 to 64,,,9.7
2012,,,60 to 64,,,9.5
2013,,,60 to 64,,,11.2
2014,,,60 to 64,,,10.1
2015,,,60 to 64,,,11.3
2000,,,65 to 69,,,9.3
2001,,,65 to 69,,,8.6
2002,,,65 to 69,,,9.3
2003,,,65 to 69,,,8.1
2004,,,65 to 69,,,9.6
2005,,,65 to 69,,,8.3
2006,,,65 to 69,,,8.3
2007,,,65 to 69,,,8.4
2008,,,65 to 69,,,8
2009,,,65 to 69,,,7.5
2010,,,65 to 69,,,7.1
2011,,,65 to 69,,,7.5
2012,,,65 to 69,,,7.6
2013,,,65 to 69,,,7.7
2014,,,65 to 69,,,8.1
2015,,,65 to 69,,,8.8
2000,,,70 to 74,,,9.7
2001,,,70 to 74,,,9.6
2002,,,70 to 74,,,8.4
2003,,,70 to 74,,,8.6
2004,,,70 to 74,,,8.4
2005,,,70 to 74,,,7.7
2006,,,70 to 74,,,7.2
2007,,,70 to 74,,,6.9
2008,,,70 to 74,,,7.5
2009,,,70 to 74,,,6.9
2010,,,70 to 74,,,7.5
2011,,,70 to 74,,,7.9
2012,,,70 to 74,,,6.8
2013,,,70 to 74,,,8
2014,,,70 to 74,,,8.5
2015,,,70 to 74,,,8
2000,,,75 to 79,,,9.7
2001,,,75 to 79,,,10.2
2002,,,75 to 79,,,8.1
2003,,,75 to 79,,,10.1
2004,,,75 to 79,,,10
2005,,,75 to 79,,,7.1
2006,,,75 to 79,,,7.8
2007,,,75 to 79,,,8.1
2008,,,75 to 79,,,7.4
2009,,,75 to 79,,,7.8
2010,,,75 to 79,,,7.7
2011,,,75 to 79,,,7.7
2012,,,75 to 79,,,7
2013,,,75 to 79,,,7.8
2014,,,75 to 79,,,8.1
2015,,,75 to 79,,,7.8
2000,,,80 to 84,,,10.5
2001,,,80 to 84,,,9.8
2002,,,80 to 84,,,9.4
2003,,,80 to 84,,,9.6
2004,,,80 to 84,,,11
2005,,,80 to 84,,,10.8
2006,,,80 to 84,,,8.9
2007,,,80 to 84,,,9.6
2008,,,80 to 84,,,10.1
2009,,,80 to 84,,,9.1
2010,,,80 to 84,,,9.3
2011,,,80 to 84,,,8.8
2012,,,80 to 84,,,8
2013,,,80 to 84,,,8.8
2014,,,80 to 84,,,8.4
2015,,,80 to 84,,,9
2000,,,85 and over,,,13.4
2001,,,85 and over,,,12.1
2002,,,85 and over,,,12.2
2003,,,85 and over,,,11.4
2004,,,85 and over,,,13.9
2005,,,85 and over,,,12.3
2006,,,85 and over,,,9.5
2007,,,85 and over,,,8.6
2008,,,85 and over,,,7.8
2009,,,85 and over,,,8.6
2010,,,85 and over,,,8.9
2011,,,85 and over,,,9.1
2012,,,85 and over,,,9.4
2013,,,85 and over,,,11.2
2014,,,85 and over,,,9.6
2015,,,85 and over,,,10.6
2000,,,10 to 14,Male,,0.2
2001,,,10 to 14,Male,,0.2
2002,,,10 to 14,Male,,0.2
2004,,,10 to 14,Male,,0.2
2005,,,10 to 14,Male,,0.2
2006,,,10 to 14,Male,,0.2
2007,,,10 to 14,Male,,0.5
2008,,,10 to 14,Male,,0.3
2009,,,10 to 14,Male,,0.2
2011,,,10 to 14,Male,,0.4
2012,,,10 to 14,Male,,0.5
2013,,,10 to 14,Male,,0.3
2014,,,10 to 14,Male,,0.4
2015,,,10 to 14,Male,,0.2
2000,,,15 to 19,Male,,9.6
2001,,,15 to 19,Male,,10.2
2002,,,15 to 19,Male,,8.5
2003,,,15 to 19,Male,,6.7
2004,,,15 to 19,Male,,7.3
2005,,,15 to 19,Male,,6.9
2006,,,15 to 19,Male,,6.6
2007,,,15 to 19,Male,,6.8
2008,,,15 to 19,Male,,7.2
2009,,,15 to 19,Male,,6.5
2010,,,15 to 19,Male,,5.5
2011,,,15 to 19,Male,,6.6
2012,,,15 to 19,Male,,6.4
2013,,,15 to 19,Male,,7
2014,,,15 to 19,Male,,7
2015,,,15 to 19,Male,,8.3
2000,,,20 to 24,Male,,23.3
2001,,,20 to 24,Male,,19.3
2002,,,20 to 24,Male,,17.9
2003,,,20 to 24,Male,,18.4
2004,,,20 to 24,Male,,16.5
2005,,,20 to 24,Male,,15.3
2006,,,20 to 24,Male,,14.9
2007,,,20 to 24,Male,,15
2008,,,20 to 24,Male,,15.8
2009,,,20 to 24,Male,,15.2
2010,,,20 to 24,Male,,15.8
2011,,,20 to 24,Male,,15.4
2012,,,20 to 24,Male,,15.5
2013,,,20 to 24,Male,,14.3
2014,,,20 to 24,Male,,13.7
2015,,,20 to 24,Male,,14.9
2000,,,25 to 29,Male,,26.7
2001,,,25 to 29,Male,,23.1
2002,,,25 to 29,Male,,23.7
2003,,,25 to 29,Male,,21.1
2004,,,25 to 29,Male,,19.1
2005,,,25 to 29,Male,,17.1
2006,,,25 to 29,Male,,16.6
2007,,,25 to 29,Male,,16.6
2008,,,25 to 29,Male,,18.5
2009,,,25 to 29,Male,,19.2
2010,,,25 to 29,Male,,15.1
2011,,,25 to 29,Male,,17.4
2012,,,25 to 29,Male,,18.4
2013,,,25 to 29,Male,,15.9
2014,,,25 to 29,Male,,16.5
2015,,,25 to 29,Male,,16.6
2000,,,30 to 34,Male,,24.8
2001,,,30 to 34,Male,,24.6
2002,,,30 to 34,Male,,25.8
2003,,,30 to 34,Male,,24.2
2004,,,30 to 34,Male,,22.6
2005,,,30 to 34,Male,,22.5
2006,,,30 to 34,Male,,21.2
2007,,,30 to 34,Male,,21.6
2008,,,30 to 34,Male,,21.2
2009,,,30 to 34,Male,,18.2
2010,,,30 to 34,Male,,18.8
2011,,,30 to 34,Male,,19.2
2012,,,30 to 34,Male,,19.7
2013,,,30 to 34,Male,,19.5
2014,,,30 to 34,Male,,17.9
2015,,,30 to 34,Male,,19.2
2000,,,35 to 39,Male,,25.9
2001,,,35 to 39,Male,,23.1
2002,,,35 to 39,Male,,23.8
2003,,,35 to 39,Male,,24.3
2004,,,35 to 39,Male,,26
2005,,,35 to 39,Male,,23.6
2006,,,35 to 39,Male,,23.2
2007,,,35 to 39,Male,,23.3
2008,,,35 to 39,Male,,23.6
2009,,,35 to 39,Male,,24.5
2010,,,35 to 39,Male,,21.1
2011,,,35 to 39,Male,,24.1
2012,,,35 to 39,Male,,23.1
2013,,,35 to 39,Male,,23.6
2014,,,35 to 39,Male,,20.1
2015,,,35 to 39,Male,,19.5
2000,,,40 to 44,Male,,22.3
2001,,,40 to 44,Male,,22.4
2002,,,40 to 44,Male,,22.9
2003,,,40 to 44,Male,,23
2004,,,40 to 44,Male,,22.4
2005,,,40 to 44,Male,,23
2006,,,40 to 44,Male,,23.7
2007,,,40 to 44,Male,,21.9
2008,,,40 to 44,Male,,24.9
2009,,,40 to 44,Male,,24.2
2010,,,40 to 44,Male,,23.8
2011,,,40 to 44,Male,,26.8
2012,,,40 to 44,Male,,25.9
2013,,,40 to 44,Male,,26.9
2014,,,40 to 44,Male,,25.7
2015,,,40 to 44,Male,,24.1
2000,,,45 to 49,Male,,22.1
2001,,,45 to 49,Male,,23.7
2002,,,45 to 49,Male,,21.6
2003,,,45 to 49,Male,,20.5
2004,,,45 to 49,Male,,20.7
2005,,,45 to 49,Male,,22
2006,,,45 to 49,Male,,20.7
2007,,,45 to 49,Male,,19.4
2008,,,45 to 49,Male,,20.9
2009,,,45 to 49,Male,,21.7
2010,,,45 to 49,Male,,21.8
2011,,,45 to 49,Male,,23.9
2012,,,45 to 49,Male,,25
2013,,,45 to 49,Male,,26.8
2014,,,45 to 49,Male,,26.5
2015,,,45 to 49,Male,,23.9
2000,,,50 to 54,Male,,18.6
2001,,,50 to 54,Male,,19.4
2002,,,50 to 54,Male,,18.9
2003,,,50 to 54,Male,,17.8
2004,,,50 to 54,Male,,20.5
2005,,,50 to 54,Male,,18.9
2006,,,50 to 54,Male,,20
2007,,,50 to 54,Male,,18.1
2008,,,50 to 54,Male,,19.3
2009,,,50 to 54,Male,,21.3
2010,,,50 to 54,Male,,20.6
2011,,,50 to 54,Male,,23.8
2012,,,50 to 54,Male,,23.5
2013,,,50 to 54,Male,,24.7
2014,,,50 to 54,Male,,24.9
2015,,,50 to 54,Male,,21
2000,,,55 to 59,Male,,16.8
2001,,,55 to 59,Male,,17.9
2002,,,55 to 59,Male,,16.6
2003,,,55 to 59,Male,,16.1
2004,,,55 to 59,Male,,16
2005,,,55 to 59,Male,,15.7
2006,,,55 to 59,Male,,18.1
2007,,,55 to 59,Male,,17.1
2008,,,55 to 59,Male,,17.5
2009,,,55 to 59,Male,,18.6
2010,,,55 to 59,Male,,19.2
2011,,,55 to 59,Male,,17.8
2012,,,55 to 59,Male,,19.9
2013,,,55 to 59,Male,,23.3
2014,,,55 to 59,Male,,19.5
2015,,,55 to 59,Male,,21.8
2000,,,60 to 64,Male,,13.5
2001,,,60 to 64,Male,,13.4
2002,,,60 to 64,Male,,13
2003,,,60 to 64,Male,,14
2004,,,60 to 64,Male,,13
2005,,,60 to 64,Male,,14.9
2006,,,60 to 64,Male,,14.8
2007,,,60 to 64,Male,,13.8
2008,,,60 to 64,Male,,14.4
2009,,,60 to 64,Male,,13.1
2010,,,60 to 64,Male,,15
2011,,,60 to 64,Male,,14.4
2012,,,60 to 64,Male,,14.1
2013,,,60 to 64,Male,,18.4
2014,,,60 to 64,Male,,15.4
2015,,,60 to 64,Male,,16.1
2000,,,65 to 69,Male,,13
2001,,,65 to 69,Male,,13
2002,,,65 to 69,Male,,13.4
2003,,,65 to 69,Male,,11.7
2004,,,65 to 69,Male,,13.5
2005,,,65 to 69,Male,,12.1
2006,,,65 to 69,Male,,12.2
2007,,,65 to 69,Male,,11.8
2008,,,65 to 69,Male,,11.5
2009,,,65 to 69,Male,,10.8
2010,,,65 to 69,Male,,9.9
2011,,,65 to 69,Male,,10.9
2012,,,65 to 69,Male,,11.6
2013,,,65 to 69,Male,,11.5
2014,,,65 to 69,Male,,12.2
2015,,,65 to 69,Male,,13.1
2000,,,70 to 74,Male,,14.4
2001,,,70 to 74,Male,,14.3
2002,,,70 to 74,Male,,12.4
2003,,,70 to 74,Male,,13.4
2004,,,70 to 74,Male,,11.3
2005,,,70 to 74,Male,,12
2006,,,70 to 74,Male,,11.7
2007,,,70 to 74,Male,,9.4
2008,,,70 to 74,Male,,12
2009,,,70 to 74,Male,,10.4
2010,,,70 to 74,Male,,11.3
2011,,,70 to 74,Male,,12.2
2012,,,70 to 74,Male,,10.6
2013,,,70 to 74,Male,,13
2014,,,70 to 74,Male,,12.9
2015,,,70 to 74,Male,,11.7
2000,,,75 to 79,Male,,15.3
2001,,,75 to 79,Male,,16.1
2002,,,75 to 79,Male,,11.6
2003,,,75 to 79,Male,,15.1
2004,,,75 to 79,Male,,14.2
2005,,,75 to 79,Male,,10.7
2006,,,75 to 79,Male,,12.9
2007,,,75 to 79,Male,,13.2
2008,,,75 to 79,Male,,11.4
2009,,,75 to 79,Male,,11.8
2010,,,75 to 79,Male,,11.8
2011,,,75 to 79,Male,,12.2
2012,,,75 to 79,Male,,10.9
2013,,,75 to 79,Male,,12.3
2014,,,75 to 79,Male,,13.1
2015,,,75 to 79,Male,,11.3
2000,,,80 to 84,Male,,18.1
2001,,,80 to 84,Male,,15.9
2002,,,80 to 84,Male,,14
2003,,,80 to 84,Male,,16.8
2004,,,80 to 84,Male,,19.4
2005,,,80 to 84,Male,,19.1
2006,,,80 to 84,Male,,14.6
2007,,,80 to 84,Male,,16.7
2008,,,80 to 84,Male,,16.8
2009,,,80 to 84,Male,,15.1
2010,,,80 to 84,Male,,16.6
2011,,,80 to 84,Male,,13.9
2012,,,80 to 84,Male,,11.9
2013,,,80 to 84,Male,,14.4
2014,,,80 to 84,Male,,14.3
2015,,,80 to 84,Male,,15.2
2000,,,85 and over,Male,,28.8
2001,,,85 and over,Male,,26.9
2002,,,85 and over,Male,,21.4
2003,,,85 and over,Male,,21
2004,,,85 and over,Male,,26.8
2005,,,85 and over,Male,,25.6
2006,,,85 and over,Male,,20.1
2007,,,85 and over,Male,,18.2
2008,,,85 and over,Male,,17
2009,,,85 and over,Male,,16.4
2010,,,85 and over,Male,,19.1
2011,,,85 and over,Male,,17.1
2012,,,85 and over,Male,,19.5
2013,,,85 and over,Male,,22.6
2014,,,85 and over,Male,,17.1
2015,,,85 and over,Male,,20.7
2000,,,10 to 14,Female,,0.2
2001,,,10 to 14,Female,,0.2
2002,,,10 to 14,Female,,0.3
2005,,,10 to 14,Female,,0.2
2006,,,10 to 14,Female,,0.2
2007,,,10 to 14,Female,,0.2
2008,,,10 to 14,Female,,0.3
2009,,,10 to 14,Female,,0.2
2010,,,10 to 14,Female,,0.2
2011,,,10 to 14,Female,,0.2
2013,,,10 to 14,Female,,0.2
2014,,,10 to 14,Female,,0.3
2015,,,10 to 14,Female,,0.3
2000,,,15 to 19,Female,,3.8
2001,,,15 to 19,Female,,2.3
2002,,,15 to 19,Female,,2.7
2003,,,15 to 19,Female,,2.7
2004,,,15 to 19,Female,,3.3
2005,,,15 to 19,Female,,2.8
2006,,,15 to 19,Female,,2.3
2007,,,15 to 19,Female,,2.3
2008,,,15 to 19,Female,,2.3
2009,,,15 to 19,Female,,2.4
2010,,,15 to 19,Female,,2.7
2011,,,15 to 19,Female,,3.1
2012,,,15 to 19,Female,,1.9
2013,,,15 to 19,Female,,1.6
2014,,,15 to 19,Female,,2.7
2015,,,15 to 19,Female,,3.1
2000,,,20 to 24,Female,,5
2001,,,20 to 24,Female,,4.9
2002,,,20 to 24,Female,,4.6
2003,,,20 to 24,Female,,4.9
2004,,,20 to 24,Female,,3.9
2005,,,20 to 24,Female,,4.4
2006,,,20 to 24,Female,,3.3
2007,,,20 to 24,Female,,2.8
2008,,,20 to 24,Female,,3.5
2009,,,20 to 24,Female,,3.6
2010,,,20 to 24,Female,,4.5
2011,,,20 to 24,Female,,4.3
2012,,,20 to 24,Female,,3.2
2013,,,20 to 24,Female,,3.5
2014,,,20 to 24,Female,,4.5
2015,,,20 to 24,Female,,3.9
2000,,,25 to 29,Female,,6.4
2001,,,25 to 29,Female,,4.9
2002,,,25 to 29,Female,,7.3
2003,,,25 to 29,Female,,4.5
2004,,,25 to 29,Female,,5.3
2005,,,25 to 29,Female,,5.1
2006,,,25 to 29,Female,,5
2007,,,25 to 29,Female,,3.4
2008,,,25 to 29,Female,,4.8
2009,,,25 to 29,Female,,5.4
2010,,,25 to 29,Female,,4
2011,,,25 to 29,Female,,4.9
2012,,,25 to 29,Female,,5.1
2013,,,25 to 29,Female,,3.4
2014,,,25 to 29,Female,,4.6
2015,,,25 to 29,Female,,4.8
2000,,,30 to 34,Female,,5.9
2001,,,30 to 34,Female,,6.3
2002,,,30 to 34,Female,,5.2
2003,,,30 to 34,Female,,6.5
2004,,,30 to 34,Female,,5.8
2005,,,30 to 34,Female,,5.8
2006,,,30 to 34,Female,,4.5
2007,,,30 to 34,Female,,5.5
2008,,,30 to 34,Female,,6
2009,,,30 to 34,Female,,4.1
2010,,,30 to 34,Female,,4.8
2011,,,30 to 34,Female,,5.7
2012,,,30 to 34,Female,,4.8
2013,,,30 to 34,Female,,4.9
2014,,,30 to 34,Female,,5
2015,,,30 to 34,Female,,5.6
2000,,,35 to 39,Female,,6.4
2001,,,35 to 39,Female,,7
2002,,,35 to 39,Female,,6.8
2003,,,35 to 39,Female,,6.5
2004,,,35 to 39,Female,,6.3
2005,,,35 to 39,Female,,6.3
2006,,,35 to 39,Female,,6
2007,,,35 to 39,Female,,5.2
2008,,,35 to 39,Female,,5.4
2009,,,35 to 39,Female,,6
2010,,,35 to 39,Female,,6.2
2011,,,35 to 39,Female,,6.7
2012,,,35 to 39,Female,,5.5
2013,,,35 to 39,Female,,7.2
2014,,,35 to 39,Female,,6.4
2015,,,35 to 39,Female,,6.2
2000,,,40 to 44,Female,,7
2001,,,40 to 44,Female,,6.7
2002,,,40 to 44,Female,,6.2
2003,,,40 to 44,Female,,6.6
2004,,,40 to 44,Female,,7.6
2005,,,40 to 44,Female,,6.5
2006,,,40 to 44,Female,,5.1
2007,,,40 to 44,Female,,5.7
2008,,,40 to 44,Female,,6.7
2009,,,40 to 44,Female,,7.2
2010,,,40 to 44,Female,,6.2
2011,,,40 to 44,Female,,6.8
2012,,,40 to 44,Female,,6.6
2013,,,40 to 44,Female,,6.7
2014,,,40 to 44,Female,,7
2015,,,40 to 44,Female,,6.1
2000,,,45 to 49,Female,,8.1
2001,,,45 to 49,Female,,6.3
2002,,,45 to 49,Female,,6.7
2003,,,45 to 49,Female,,7.3
2004,,,45 to 49,Female,,8.5
2005,,,45 to 49,Female,,7.8
2006,,,45 to 49,Female,,7.8
2007,,,45 to 49,Female,,7.1
2008,,,45 to 49,Female,,6.8
2009,,,45 to 49,Female,,6.8
2010,,,45 to 49,Female,,6.9
2011,,,45 to 49,Female,,7
2012,,,45 to 49,Female,,7.9
2013,,,45 to 49,Female,,7.7
2014,,,45 to 49,Female,,7.3
2015,,,45 to 49,Female,,7.5
2000,,,50 to 54,Female,,7.3
2001,,,50 to 54,Female,,7.2
2002,,,50 to 54,Female,,6.7
2003,,,50 to 54,Female,,8.1
2004,,,50 to 54,Female,,7.2
2005,,,50 to 54,Female,,8.4
2006,,,50 to 54,Female,,8
2007,,,50 to 54,Female,,7.1
2008,,,50 to 54,Female,,8.2
2009,,,50 to 54,Female,,6.1
2010,,,50 to 54,Female,,7.3
2011,,,50 to 54,Female,,7.7
2012,,,50 to 54,Female,,8
2013,,,50 to 54,Female,,6.9
2014,,,50 to 54,Female,,8
2015,,,50 to 54,Female,,8.6
2000,,,55 to 59,Female,,7
2001,,,55 to 59,Female,,6.6
2002,,,55 to 59,Female,,6.4
2003,,,55 to 59,Female,,6.1
2004,,,55 to 59,Female,,6.7
2005,,,55 to 59,Female,,7
2006,,,55 to 59,Female,,6.5
2007,,,55 to 59,Female,,6.1
2008,,,55 to 59,Female,,6.3
2009,,,55 to 59,Female,,6.6
2010,,,55 to 59,Female,,6
2011,,,55 to 59,Female,,7.1
2012,,,55 to 59,Female,,6.1
2013,,,55 to 59,Female,,6.4
2014,,,55 to 59,Female,,6.3
2015,,,55 to 59,Female,,6.5
2000,,,60 to 64,Female,,5.1
2001,,,60 to 64,Female,,6.7
2002,,,60 to 64,Female,,5.4
2003,,,60 to 64,Female,,5.2
2004,,,60 to 64,Female,,5.7
2005,,,60 to 64,Female,,5.6
2006,,,60 to 64,Female,,6.7
2007,,,60 to 64,Female,,5.3
2008,,,60 to 64,Female,,4.6
2009,,,60 to 64,Female,,5.3
2010,,,60 to 64,Female,,5.4
2011,,,60 to 64,Female,,5.1
2012,,,60 to 64,Female,,5.1
2013,,,60 to 64,Female,,4.2
2014,,,60 to 64,Female,,5
2015,,,60 to 64,Female,,6.8
2000,,,65 to 69,Female,,5.9
2001,,,65 to 69,Female,,4.6
2002,,,65 to 69,Female,,5.6
2003,,,65 to 69,Female,,4.7
2004,,,65 to 69,Female,,6
2005,,,65 to 69,Female,,4.9
2006,,,65 to 69,Female,,4.6
2007,,,65 to 69,Female,,5.3
2008,,,65 to 69,Female,,4.8
2009,,,65 to 69,Female,,4.5
2010,,,65 to 69,Female,,4.5
2011,,,65 to 69,Female,,4.4
2012,,,65 to 69,Female,,3.8
2013,,,65 to 69,Female,,4
2014,,,65 to 69,Female,,4.3
2015,,,65 to 69,Female,,4.7
2000,,,70 to 74,Female,,5.8
2001,,,70 to 74,Female,,5.8
2002,,,70 to 74,Female,,5.1
2003,,,70 to 74,Female,,4.6
2004,,,70 to 74,Female,,5.9
2005,,,70 to 74,Female,,4.1
2006,,,70 to 74,Female,,3.4
2007,,,70 to 74,Female,,4.6
2008,,,70 to 74,Female,,3.6
2009,,,70 to 74,Female,,3.8
2010,,,70 to 74,Female,,4.1
2011,,,70 to 74,Female,,4.1
2012,,,70 to 74,Female,,3.4
2013,,,70 to 74,Female,,3.5
2014,,,70 to 74,Female,,4.6
2015,,,70 to 74,Female,,4.7
2000,,,75 to 79,Female,,5.9
2001,,,75 to 79,Female,,5.9
2002,,,75 to 79,Female,,5.6
2003,,,75 to 79,Female,,6.3
2004,,,75 to 79,Female,,6.8
2005,,,75 to 79,Female,,4.4
2006,,,75 to 79,Female,,4
2007,,,75 to 79,Female,,4.1
2008,,,75 to 79,Female,,4.3
2009,,,75 to 79,Female,,4.5
2010,,,75 to 79,Female,,4.3
2011,,,75 to 79,Female,,4
2012,,,75 to 79,Female,,3.8
2013,,,75 to 79,Female,,4
2014,,,75 to 79,Female,,4
2015,,,75 to 79,Female,,4.9
2000,,,80 to 84,Female,,6.2
2001,,,80 to 84,Female,,6.2
2002,,,80 to 84,Female,,6.7
2003,,,80 to 84,Female,,5.3
2004,,,80 to 84,Female,,5.9
2005,,,80 to 84,Female,,5.7
2006,,,80 to 84,Female,,5.3
2007,,,80 to 84,Female,,4.9
2008,,,80 to 84,Female,,5.6
2009,,,80 to 84,Female,,4.9
2010,,,80 to 84,Female,,4.3
2011,,,80 to 84,Female,,5.3
2012,,,80 to 84,Female,,5.2
2013,,,80 to 84,Female,,4.7
2014,,,80 to 84,Female,,4.1
2015,,,80 to 84,Female,,4.4
2000,,,85 and over,Female,,7.6
2001,,,85 and over,Female,,6.5
2002,,,85 and over,Female,,8.7
2003,,,85 and over,Female,,7.6
2004,,,85 and over,Female,,8.7
2005,,,85 and over,Female,,6.7
2006,,,85 and over,Female,,5
2007,,,85 and over,Female,,4.4
2008,,,85 and over,Female,,3.7
2009,,,85 and over,Female,,5
2010,,,85 and over,Female,,4.1
2011,,,85 and over,Female,,5.3
2012,,,85 and over,Female,,4.5
2013,,,85 and over,Female,,5.5
2014,,,85 and over,Female,,5.7
2015,,,85 and over,Female,,5.1
2001,England and Wales,,10 to 14,,,0.1
2002,England and Wales,,10 to 14,,,0.2
2004,England and Wales,,10 to 14,,,0.1
2005,England and Wales,,10 to 14,,,0.1
2006,England and Wales,,10 to 14,,,0.1
2007,England and Wales,,10 to 14,,,0.2
2008,England and Wales,,10 to 14,,,0.2
2011,England and Wales,,10 to 14,,,0.3
2012,England and Wales,,10 to 14,,,0.2
2013,England and Wales,,10 to 14,,,0.2
2014,England and Wales,,10 to 14,,,0.2
2015,England and Wales,,10 to 14,,,0.3
2000,England and Wales,,15 to 19,,,5.3
2001,England and Wales,,15 to 19,,,5.6
2002,England and Wales,,15 to 19,,,4.6
2003,England and Wales,,15 to 19,,,4.2
2004,England and Wales,,15 to 19,,,4.7
2005,England and Wales,,15 to 19,,,4.2
2006,England and Wales,,15 to 19,,,3.5
2007,England and Wales,,15 to 19,,,3.6
2008,England and Wales,,15 to 19,,,3.7
2009,England and Wales,,15 to 19,,,3.7
2010,England and Wales,,15 to 19,,,3.1
2011,England and Wales,,15 to 19,,,4
2012,England and Wales,,15 to 19,,,3.6
2013,England and Wales,,15 to 19,,,3.9
2014,England and Wales,,15 to 19,,,4.6
2015,England and Wales,,15 to 19,,,5.5
2016,England and Wales,,15 to 19,,,4.8
2000,England and Wales,,20 to 24,,,12.5
2001,England and Wales,,20 to 24,,,10.3
2002,England and Wales,,20 to 24,,,10
2003,England and Wales,,20 to 24,,,10.6
2004,England and Wales,,20 to 24,,,9.3
2005,England and Wales,,20 to 24,,,8.6
2006,England and Wales,,20 to 24,,,7.8
2007,England and Wales,,20 to 24,,,7.4
2008,England and Wales,,20 to 24,,,8.8
2009,England and Wales,,20 to 24,,,8.2
2010,England and Wales,,20 to 24,,,8.6
2011,England and Wales,,20 to 24,,,8.6
2012,England and Wales,,20 to 24,,,8.5
2013,England and Wales,,20 to 24,,,8.3
2014,England and Wales,,20 to 24,,,8.4
2015,England and Wales,,20 to 24,,,8.9
2016,England and Wales,,20 to 24,,,9.5
